expcode,impcode,common_lang,ln_distance,ln_trade
MOROCCO,KENYA,0,3.97047,NA
MOROCCO,LIBERIA,0,3.254012,5.209486
MOROCCO,MADAGASCAR,1,4.297817,NA
MOROCCO,MALAWI,0,4.093128,NA
MOROCCO,MALI,1,2.710268,6.921658
MOROCCO,MAURITANIA,1,2.631345,6.483108
MOROCCO,MAURITIUS,1,4.400889,5.877736
MOROCCO,MOZAMBIQUE,0,4.162418,NA
MOROCCO,NIGER,1,3.026045,5.365976
MOROCCO,NIGERIA,0,3.240789,5.484797
MOROCCO,GUINEA-BISSA,0,3.453878,NA
MOROCCO,REUNION,1,4.389161,7.459339
MOROCCO,RWANDA,1,3.887638,2.890372
MOROCCO,SENEGAL,1,3.001944,9.030376
MOROCCO,SEYCHELLES,1,4.260471,NA
MOROCCO,SIERRA LEONE,0,3.19386,4.927254
MOROCCO,SOMALIA,1,4.065765,NA
MOROCCO,ZIMBABWE,0,4.13807,NA
MOROCCO,TOGO,1,3.21002,7.703008
MOROCCO,UGANDA,1,3.876812,2.639057
MOROCCO,UNTD RP TANZ,0,4.010464,7.245655
MOROCCO,BURKINA FASO,1,2.956752,NA
MOROCCO,ZAMBIA,0,4.070741,NA
MOROCCO,CANADA,1,4.546004,9.171807
MOROCCO,USA,0,4.523911,10.53516
MOROCCO,BERMUDA,0,4.090185,NA
MOROCCO,GREENLAND,0,3.973132,NA
MOROCCO,ARGENTINA,1,4.483306,NA
MOROCCO,BOLIVIA,0,4.349841,NA
MOROCCO,BRAZIL,1,4.178981,6.682108
MOROCCO,CHILE,0,4.505945,NA
MOROCCO,COLOMBIA,0,4.285177,NA
MOROCCO,ECUADOR,0,4.382983,NA
MOROCCO,MEXICO,0,4.578997,10.00084
MOROCCO,PARAGUAY,0,4.335729,NA
MOROCCO,PERU,0,4.412706,NA
MOROCCO,URUGUAY,0,4.414247,NA
MOROCCO,VENEZUELA,0,4.182836,8.035279
MOROCCO,COSTA RICA,0,4.406794,3.091043
MOROCCO,EL SALVADOR,0,4.452724,3.583519
MOROCCO,GUATEMALA,0,4.463976,NA
MOROCCO,HONDURAS,0,4.421898,NA
MOROCCO,NICARAGUA,0,4.409463,5.894403
MOROCCO,BAHAMAS,0,4.268602,NA
MOROCCO,BARBADOS,0,4.055151,NA
MOROCCO,CAYMAN ISLDS,0,4.335505,NA
MOROCCO,CUBA,0,4.327193,NA
MOROCCO,DOMINICAN RP,0,4.203813,NA
MOROCCO,GUADELOUPE (,1,4.073027,6.919684
MOROCCO,HAITI,1,4.229146,NA
MOROCCO,JAMAICA,0,4.301255,NA
MOROCCO,NETH ANTILLE,0,4.196939,NA
MOROCCO,ST KITTS NEV,0,4.087376,NA
MOROCCO,TRINIDAD-TOB,1,4.09114,7.882315
MOROCCO,TURKS CAICOS,0,4.181904,NA
MOROCCO,BELIZE,0,4.44311,NA
MOROCCO,FRENCH GUIAN,1,4.01764,4.744932
MOROCCO,GUYANA,0,4.100556,3.295837
MOROCCO,PANAMA,0,4.362429,NA
MOROCCO,SURINAM,0,4.063555,2.944439
MOROCCO,ISRAEL,1,3.682689,NA
MOROCCO,JAPAN,0,4.963236,11.5289
MOROCCO,BAHRAIN,1,4.023083,NA
MOROCCO,CYPRUS,0,3.640693,5.337538
MOROCCO,IRAN,0,4.060443,NA
MOROCCO,IRAQ,1,3.892029,10.67563
MOROCCO,JORDAN,1,3.713869,7.854769
MOROCCO,KUWAIT,1,3.928123,7.100027
MOROCCO,LEBANON,1,3.710505,6.918695
MOROCCO,OMAN,1,4.142631,NA
MOROCCO,QATAR,1,4.036438,NA
MOROCCO,SAUDI ARABIA,1,3.921728,9.886087
MOROCCO,SYRN ARAB RP,1,3.763628,7.762596
MOROCCO,UNTD ARAB EM,1,4.086647,7.202661
MOROCCO,TURKEY,1,3.703962,11.18211
MOROCCO,YEMEN,1,4.019256,4.682131
MOROCCO,AFGHANISTAN,0,4.248597,6.514713
MOROCCO,BANGLADESH,0,4.55741,7.912423
MOROCCO,BHUTAN,0,4.560235,NA
MOROCCO,BRUNEI,0,4.810442,NA
MOROCCO,MYANMAR (BUR,0,4.63942,8.937613
MOROCCO,CAMBODIA,1,4.715179,NA
MOROCCO,SRI LANKA,0,4.494909,5.153292
MOROCCO,HONG KONG,0,4.783859,NA
MOROCCO,INDIA,0,4.417314,11.78958
MOROCCO,INDONESIA (i,0,4.870308,10.43799
MOROCCO,KOREA RP (SO,0,4.887294,NA
MOROCCO,LAOS P.DEM.R,1,4.708515,NA
MOROCCO,MALAYSIA,0,4.797001,7.325149
MOROCCO,MALDIVES,0,4.420403,NA
MOROCCO,NEPAL,0,4.489645,NA
MOROCCO,PAKISTAN,0,4.317843,NA
MOROCCO,PHILIPPINES,0,4.855255,8.525162
MOROCCO,SINGAPORE,0,4.727655,6.733402
MOROCCO,THAILAND,0,4.666898,NA
MOROCCO,TAIWAN,0,4.838552,8.006034
MOROCCO,CHINA,0,4.700852,9.510741
MOROCCO,KOREA D P RP,0,4.884635,NA
MOROCCO,MONGOLIA,0,4.708515,NA
MOROCCO,VIETNAM,0,4.719812,NA
MOROCCO,BELGIUM-LUX.,1,3.038471,11.54802
MOROCCO,DENMARK (inc,0,3.342931,10.04486
MOROCCO,FRANCE,1,2.750629,13.26094
MOROCCO,GERMANY,0,3.212435,11.84421
MOROCCO,GREECE,1,3.328363,9.420115
MOROCCO,IRELAND,0,3.054624,7.678789
MOROCCO,ITALY,0,3.03812,11.82324
MOROCCO,NETHERLANDS,0,3.141892,11.15219
MOROCCO,PORTUGAL,0,2.089113,10.51494
MOROCCO,SPAIN,0,2.087194,12.04172
MOROCCO,UNITED KINGD,0,3.100255,11.22925
MOROCCO,AUSTRIA,0,3.173889,7.633853
MOROCCO,FINLAND,0,3.796687,9.377887
MOROCCO,ICELAND,0,3.568639,4.304065
MOROCCO,NORWAY,0,3.512769,9.520175
MOROCCO,SWEDEN,0,3.58506,9.971334
MOROCCO,SWITZERLAND,1,2.988175,9.053219
MOROCCO,MALTA,0,2.993479,6.760415
MOROCCO,ALBANIA,0,3.279808,7.239215
MOROCCO,BULGARIA,0,3.464269,9.047115
MOROCCO,CZECHOSLOVAK,0,3.300148,9.441294
MOROCCO,HUNGARY,0,3.372618,8.941545
MOROCCO,POLAND,0,3.466224,10.45401
MOROCCO,ROMANIA,0,3.499711,10.03386
MOROCCO,FM YUGOSLAVI,0,3.354652,10.02708
MOROCCO,FM USSR,0,4.688309,11.24947
MOROCCO,AUSTRALIA,0,5.01119,8.665268
MOROCCO,NEW ZEALAND,0,5.264312,4.510859
MOROCCO,SOLOMON ISLD,0,5.128759,NA
MOROCCO,FIJI,0,5.230121,NA
MOROCCO,KIRIBATI (in,0,5.19633,NA
MOROCCO,NEW CALEDONI,1,5.184286,6.113682
MOROCCO,PAPUA N.GUIN,0,5.054193,NA
WESTERN SAHA,SOUTH AFRICA,0,3.991379,NA
WESTERN SAHA,ALGERIA,1,2.376795,NA
WESTERN SAHA,LIBY ARAB JM,1,1.416607,NA
WESTERN SAHA,MOROCCO,1,2.980503,NA
WESTERN SAHA,SUDAN,1,2.956752,NA
WESTERN SAHA,TUNISIA,1,2.376795,NA
WESTERN SAHA,EGYPT,1,2.848547,NA
WESTERN SAHA,CAMEROON,0,2.891912,NA
WESTERN SAHA,CENTRAL AFR.,0,2.933234,NA
WESTERN SAHA,CHAD,1,2.381087,NA
WESTERN SAHA,CONGO,0,3.222066,NA
WESTERN SAHA,GABON,0,3.220124,NA
WESTERN SAHA,ANGOLA,0,3.608538,NA
WESTERN SAHA,BURUNDI,0,3.476006,NA
WESTERN SAHA,COMOROS,1,3.866971,NA
WESTERN SAHA,ZAIRE,0,3.289626,NA
WESTERN SAHA,BENIN,0,2.893161,NA
WESTERN SAHA,EQ. GUINEA,0,3.100255,NA
WESTERN SAHA,ETHIOPIA,1,3.390529,NA
WESTERN SAHA,DJIBOUTI,1,3.48124,NA
WESTERN SAHA,GAMBIA,0,3.446391,NA
WESTERN SAHA,GHANA,0,3.087934,NA
WESTERN SAHA,GUINEA,0,3.27411,NA
WESTERN SAHA,COTE D'IVOIR,0,3.181514,NA
WESTERN SAHA,KENYA,0,3.525495,NA
WESTERN SAHA,LIBERIA,0,3.350058,NA
WESTERN SAHA,MADAGASCAR,0,4.018287,NA
WESTERN SAHA,MALAWI,0,3.760727,NA
WESTERN SAHA,MALI,0,2.911523,NA
WESTERN SAHA,MAURITANIA,1,3.231515,NA
WESTERN SAHA,MAURITIUS,0,4.140193,NA
WESTERN SAHA,MOZAMBIQUE,0,3.863561,NA
WESTERN SAHA,NIGER,0,2.244318,NA
WESTERN SAHA,NIGERIA,0,2.699081,NA
WESTERN SAHA,GUINEA-BISSA,0,3.572598,NA
WESTERN SAHA,REUNION,0,4.127755,NA
WESTERN SAHA,RWANDA,0,3.436064,NA
WESTERN SAHA,SENEGAL,0,3.36011,NA
WESTERN SAHA,SEYCHELLES,0,3.938784,NA
WESTERN SAHA,SIERRA LEONE,0,3.366998,NA
WESTERN SAHA,SOMALIA,1,3.653936,NA
WESTERN SAHA,ZIMBABWE,0,3.853756,NA
WESTERN SAHA,TOGO,0,2.990742,NA
WESTERN SAHA,UGANDA,1,3.395611,NA
WESTERN SAHA,UNTD RP TANZ,0,3.616367,NA
WESTERN SAHA,BURKINA FASO,0,2.923219,NA
WESTERN SAHA,ZAMBIA,0,3.750541,NA
WESTERN SAHA,CANADA,0,4.734811,NA
WESTERN SAHA,USA,0,4.708515,4.762174
WESTERN SAHA,BERMUDA,0,4.35921,NA
WESTERN SAHA,GREENLAND,0,4.269771,NA
WESTERN SAHA,ARGENTINA,0,4.568508,NA
WESTERN SAHA,BOLIVIA,0,4.478691,NA
WESTERN SAHA,BRAZIL,0,4.331079,NA
WESTERN SAHA,CHILE,0,4.603768,NA
WESTERN SAHA,COLOMBIA,0,4.469594,NA
WESTERN SAHA,ECUADOR,0,4.545003,NA
WESTERN SAHA,MEXICO,0,4.74497,NA
WESTERN SAHA,PARAGUAY,0,4.444378,NA
WESTERN SAHA,PERU,0,4.556749,NA
WESTERN SAHA,URUGUAY,0,4.494223,NA
WESTERN SAHA,VENEZUELA,0,4.389548,NA
WESTERN SAHA,COSTA RICA,0,4.58502,NA
WESTERN SAHA,EL SALVADOR,0,4.629106,NA
WESTERN SAHA,GUATEMALA,0,4.640531,NA
WESTERN SAHA,HONDURAS,0,4.604232,NA
WESTERN SAHA,NICARAGUA,0,4.591228,NA
WESTERN SAHA,BAHAMAS,0,4.48864,NA
WESTERN SAHA,BARBADOS,0,4.295077,NA
WESTERN SAHA,CAYMAN ISLDS,0,4.537087,NA
WESTERN SAHA,CUBA,0,4.532961,NA
WESTERN SAHA,DOMINICAN RP,0,4.428623,NA
WESTERN SAHA,GUADELOUPE (,0,4.317287,NA
WESTERN SAHA,HAITI,0,4.449252,NA
WESTERN SAHA,JAMAICA,0,4.507364,NA
WESTERN SAHA,NETH ANTILLE,0,4.410462,2.833213
WESTERN SAHA,ST KITTS NEV,0,4.331296,NA
WESTERN SAHA,TRINIDAD-TOB,0,4.319263,2.397895
WESTERN SAHA,TURKS CAICOS,0,3.904974,NA
WESTERN SAHA,BELIZE,0,4.624714,NA
WESTERN SAHA,FRENCH GUIAN,0,4.233581,NA
WESTERN SAHA,GUYANA,0,4.310326,NA
WESTERN SAHA,PANAMA,0,4.545441,NA
WESTERN SAHA,SURINAM,0,4.274443,NA
WESTERN SAHA,ISRAEL,1,3.135789,NA
WESTERN SAHA,JAPAN,0,4.832901,NA
WESTERN SAHA,BAHRAIN,1,3.62709,NA
WESTERN SAHA,CYPRUS,0,3.127875,NA
WESTERN SAHA,IRAN,0,3.70849,NA
WESTERN SAHA,IRAQ,1,3.474449,NA
WESTERN SAHA,JORDAN,1,3.179787,NA
WESTERN SAHA,KUWAIT,1,3.50281,NA
WESTERN SAHA,LEBANON,1,3.213289,NA
WESTERN SAHA,OMAN,1,3.786509,NA
WESTERN SAHA,QATAR,1,3.644912,NA
WESTERN SAHA,SAUDI ARABIA,1,3.466224,NA
WESTERN SAHA,SYRN ARAB RP,1,3.307363,NA
WESTERN SAHA,UNTD ARAB EM,1,3.713572,NA
WESTERN SAHA,TURKEY,1,3.281928,NA
WESTERN SAHA,YEMEN,1,3.587362,NA
WESTERN SAHA,AFGHANISTAN,0,3.966002,NA
WESTERN SAHA,BANGLADESH,0,4.343805,NA
WESTERN SAHA,BHUTAN,0,4.351297,NA
WESTERN SAHA,BRUNEI,0,4.639764,NA
WESTERN SAHA,MYANMAR (BUR,0,4.442928,NA
WESTERN SAHA,CAMBODIA,0,4.528886,NA
WESTERN SAHA,SRI LANKA,0,4.24982,NA
WESTERN SAHA,HONG KONG,0,4.616919,NA
WESTERN SAHA,INDIA,0,4.160832,NA
WESTERN SAHA,INDONESIA (i,0,4.708271,NA
WESTERN SAHA,KOREA RP (SO,0,4.746979,NA
WESTERN SAHA,LAOS P.DEM.R,0,4.523911,NA
WESTERN SAHA,MALAYSIA,0,4.622974,NA
WESTERN SAHA,MALDIVES,0,4.150831,NA
WESTERN SAHA,NEPAL,0,4.264265,NA
WESTERN SAHA,PAKISTAN,0,4.048561,NA
WESTERN SAHA,PHILIPPINES,0,4.696414,NA
WESTERN SAHA,SINGAPORE,0,4.538799,NA
WESTERN SAHA,THAILAND,0,4.471231,NA
WESTERN SAHA,TAIWAN,0,4.682142,NA
WESTERN SAHA,CHINA,0,4.528886,NA
WESTERN SAHA,KOREA D P RP,0,4.745952,NA
WESTERN SAHA,MONGOLIA,0,4.549592,NA
WESTERN SAHA,VIETNAM,0,4.536286,NA
WESTERN SAHA,BELGIUM-LUX.,0,3.342948,NA
WESTERN SAHA,DENMARK (inc,0,3.470111,NA
WESTERN SAHA,FRANCE,0,3.202614,NA
WESTERN SAHA,GERMANY,0,3.298573,NA
WESTERN SAHA,GREECE,0,2.861793,NA
WESTERN SAHA,IRELAND,0,3.578088,NA
WESTERN SAHA,ITALY,0,2.935667,NA
WESTERN SAHA,NETHERLANDS,0,3.381256,NA
WESTERN SAHA,PORTUGAL,0,3.261965,NA
WESTERN SAHA,SPAIN,0,3.150393,NA
WESTERN SAHA,UNITED KINGD,0,3.512769,NA
WESTERN SAHA,AUSTRIA,0,3.149985,NA
WESTERN SAHA,FINLAND,0,3.739085,NA
WESTERN SAHA,ICELAND,0,3.939646,NA
WESTERN SAHA,NORWAY,0,3.640693,NA
WESTERN SAHA,SWEDEN,0,3.638969,NA
WESTERN SAHA,SWITZERLAND,0,3.158582,NA
WESTERN SAHA,MALTA,0,2.479792,NA
WESTERN SAHA,ALBANIA,0,2.911523,NA
WESTERN SAHA,BULGARIA,0,3.112279,NA
WESTERN SAHA,CZECHOSLOVAK,0,3.253125,NA
WESTERN SAHA,HUNGARY,0,3.179787,NA
WESTERN SAHA,POLAND,0,3.362517,NA
WESTERN SAHA,ROMANIA,0,3.22127,NA
WESTERN SAHA,FM YUGOSLAVI,0,3.069942,NA
WESTERN SAHA,FM USSR,0,4.544933,NA
WESTERN SAHA,AUSTRALIA,0,4.870514,2.564949
WESTERN SAHA,NEW ZEALAND,0,5.156904,NA
WESTERN SAHA,SOLOMON ISLD,0,5.007067,NA
WESTERN SAHA,FIJI,0,5.120123,NA
WESTERN SAHA,KIRIBATI (in,0,5.085037,NA
WESTERN SAHA,NEW CALEDONI,0,5.068239,NA
WESTERN SAHA,PAPUA N.GUIN,0,4.922293,NA
SUDAN,SOUTH AFRICA,1,3.793402,NA
SUDAN,ALGERIA,1,3.400085,NA
SUDAN,LIBY ARAB JM,1,2.797356,NA
SUDAN,MOROCCO,1,3.661255,4.89784
SUDAN,WESTERN SAHA,1,2.956752,NA
SUDAN,TUNISIA,1,3.343554,7.428333
SUDAN,EGYPT,1,2.484907,11.92156
SUDAN,CAMEROON,1,3.001944,NA
SUDAN,CENTRAL AFR.,0,2.488367,NA
SUDAN,CHAD,1,2.397895,NA
SUDAN,CONGO,0,3.087934,NA
SUDAN,GABON,0,3.189266,NA
SUDAN,ANGOLA,0,3.394767,NA
SUDAN,BURUNDI,0,2.917771,NA
SUDAN,COMOROS,1,3.42352,NA
SUDAN,ZAIRE,0,2.760731,NA
SUDAN,BENIN,0,3.342501,NA
SUDAN,EQ. GUINEA,0,3.17194,NA
SUDAN,ETHIOPIA,1,2.363694,5.703783
SUDAN,DJIBOUTI,1,2.599939,NA
SUDAN,GAMBIA,1,3.841427,NA
SUDAN,GHANA,1,3.489107,NA
SUDAN,GUINEA,0,3.693855,NA
SUDAN,COTE D'IVOIR,0,3.574959,3.526361
SUDAN,KENYA,1,2.780341,NA
SUDAN,LIBERIA,1,3.698934,NA
SUDAN,MADAGASCAR,0,3.661255,NA
SUDAN,MALAWI,1,3.359658,NA
SUDAN,MALI,0,3.528088,NA
SUDAN,MAURITANIA,1,3.744706,NA
SUDAN,MAURITIUS,1,3.801429,NA
SUDAN,MOZAMBIQUE,0,3.515235,NA
SUDAN,NIGER,0,3.092074,NA
SUDAN,NIGERIA,1,3.116224,5.777652
SUDAN,GUINEA-BISSA,0,3.846741,NA
SUDAN,REUNION,0,3.789985,3.218876
SUDAN,RWANDA,1,2.833213,NA
SUDAN,SENEGAL,0,3.784448,NA
SUDAN,SEYCHELLES,1,3.474585,NA
SUDAN,SIERRA LEONE,1,3.737811,NA
SUDAN,SOMALIA,1,2.977919,NA
SUDAN,ZIMBABWE,1,3.555348,NA
SUDAN,TOGO,0,3.390166,NA
SUDAN,UGANDA,1,2.649159,NA
SUDAN,UNTD RP TANZ,1,3.072093,NA
SUDAN,BURKINA FASO,0,3.467685,NA
SUDAN,ZAMBIA,1,3.401197,NA
SUDAN,CANADA,1,4.889246,NA
SUDAN,USA,1,4.860323,9.141633
SUDAN,BERMUDA,1,4.567701,NA
SUDAN,GREENLAND,1,4.502825,NA
SUDAN,ARGENTINA,1,4.663484,NA
SUDAN,BOLIVIA,0,4.607614,NA
SUDAN,BRAZIL,1,4.484134,1.791759
SUDAN,CHILE,0,4.70566,4.983607
SUDAN,COLOMBIA,0,4.630754,NA
SUDAN,ECUADOR,0,4.689841,2.302585
SUDAN,MEXICO,0,4.884635,10.19159
SUDAN,PARAGUAY,0,4.562827,NA
SUDAN,PERU,0,4.690506,NA
SUDAN,URUGUAY,0,4.589941,NA
SUDAN,VENEZUELA,0,4.566999,NA
SUDAN,COSTA RICA,0,4.737159,NA
SUDAN,EL SALVADOR,0,4.778471,NA
SUDAN,GUATEMALA,0,4.789582,NA
SUDAN,HONDURAS,0,4.757891,NA
SUDAN,NICARAGUA,0,4.745083,NA
SUDAN,BAHAMAS,1,4.667232,NA
SUDAN,BARBADOS,1,4.494821,NA
SUDAN,CAYMAN ISLDS,1,4.703963,NA
SUDAN,CUBA,0,4.702223,NA
SUDAN,DOMINICAN RP,0,4.612604,NA
SUDAN,GUADELOUPE (,0,4.517343,NA
SUDAN,HAITI,0,4.629811,NA
SUDAN,JAMAICA,1,4.677948,NA
SUDAN,NETH ANTILLE,1,4.589968,NA
SUDAN,ST KITTS NEV,1,4.530224,NA
SUDAN,TRINIDAD-TOB,1,4.511825,NA
SUDAN,TURKS CAICOS,0,3.664875,NA
SUDAN,BELIZE,1,4.7772,NA
SUDAN,FRENCH GUIAN,0,4.427547,NA
SUDAN,GUYANA,1,4.494909,NA
SUDAN,PANAMA,1,4.701966,NA
SUDAN,SURINAM,1,4.462461,NA
SUDAN,ISRAEL,1,2.84317,NA
SUDAN,JAPAN,0,4.700687,10.79772
SUDAN,BAHRAIN,1,3.148833,NA
SUDAN,CYPRUS,1,3.006858,5.111988
SUDAN,IRAN,0,3.353431,NA
SUDAN,IRAQ,1,3.126915,NA
SUDAN,JORDAN,1,2.838377,6.788972
SUDAN,KUWAIT,1,3.063776,NA
SUDAN,LEBANON,1,2.981432,NA
SUDAN,OMAN,1,3.319938,NA
SUDAN,QATAR,1,3.165584,NA
SUDAN,SAUDI ARABIA,1,2.891912,11.26395
SUDAN,SYRN ARAB RP,1,3.069942,7.773174
SUDAN,UNTD ARAB EM,1,3.243842,6.322565
SUDAN,TURKEY,1,3.199297,4.744932
SUDAN,YEMEN,1,2.890372,NA
SUDAN,AFGHANISTAN,0,3.672683,NA
SUDAN,BANGLADESH,1,4.10547,9.791661
SUDAN,BHUTAN,0,4.123545,NA
SUDAN,BRUNEI,1,4.446354,NA
SUDAN,MYANMAR (BUR,0,4.224778,NA
SUDAN,CAMBODIA,1,4.317843,NA
SUDAN,SRI LANKA,1,3.94398,6.51323
SUDAN,HONG KONG,1,4.436496,6.699501
SUDAN,INDIA,0,3.855774,7.497762
SUDAN,INDONESIA (i,1,4.523911,6.113682
SUDAN,KOREA RP (SO,0,4.604682,7.306531
SUDAN,LAOS P.DEM.R,1,4.318287,NA
SUDAN,MALAYSIA,1,4.424147,5.459586
SUDAN,MALDIVES,0,3.797206,NA
SUDAN,NEPAL,0,4.017153,NA
SUDAN,PAKISTAN,0,3.754668,6.251904
SUDAN,PHILIPPINES,1,4.522025,3.496508
SUDAN,SINGAPORE,1,4.318137,7.188413
SUDAN,THAILAND,1,4.248495,10.71998
SUDAN,TAIWAN,0,4.515203,7.138867
SUDAN,CHINA,0,4.351836,6.700731
SUDAN,KOREA D P RP,0,4.606867,NA
SUDAN,MONGOLIA,0,4.396351,NA
SUDAN,VIETNAM,1,4.33082,NA
SUDAN,BELGIUM-LUX.,0,3.790357,8.541105
SUDAN,DENMARK (inc,1,3.820302,7.480428
SUDAN,FRANCE,0,3.732255,9.74952
SUDAN,GERMANY,0,3.706382,10.37415
SUDAN,GREECE,1,3.230734,8.700181
SUDAN,IRELAND,1,3.98416,7.424762
SUDAN,ITALY,0,3.487421,10.68026
SUDAN,NETHERLANDS,0,3.799027,8.168203
SUDAN,PORTUGAL,0,3.811393,7.883446
SUDAN,SPAIN,0,3.742465,8.728426
SUDAN,UNITED KINGD,1,3.920943,10.22695
SUDAN,AUSTRIA,0,3.593912,6.54103
SUDAN,FINLAND,0,3.895141,7.930925
SUDAN,ICELAND,1,4.238602,3.663562
SUDAN,NORWAY,0,3.933361,5.411646
SUDAN,SWEDEN,0,3.898646,7.329094
SUDAN,SWITZERLAND,0,3.65927,7.093405
SUDAN,MALTA,1,3.254907,1.791759
SUDAN,ALBANIA,0,3.327076,NA
SUDAN,BULGARIA,0,3.347899,NA
SUDAN,CZECHOSLOVAK,0,3.628435,8.362409
SUDAN,HUNGARY,0,3.512325,7.279319
SUDAN,POLAND,0,3.646169,6.836259
SUDAN,ROMANIA,0,3.446828,NA
SUDAN,FM YUGOSLAVI,0,3.413273,10.12459
SUDAN,FM USSR,0,4.421447,NA
SUDAN,AUSTRALIA,1,4.711636,4.882802
SUDAN,NEW ZEALAND,1,5.040231,1.609438
SUDAN,SOLOMON ISLD,0,4.87546,NA
SUDAN,FIJI,1,5.001983,NA
SUDAN,KIRIBATI (in,1,4.967336,NA
SUDAN,NEW CALEDONI,0,4.942249,NA
SUDAN,PAPUA N.GUIN,0,4.778028,NA
TUNISIA,SOUTH AFRICA,0,4.170705,NA
TUNISIA,ALGERIA,1,2.138333,10.88917
TUNISIA,LIBY ARAB JM,1,2.488367,9.677653
TUNISIA,MOROCCO,1,2.649159,8.830543
TUNISIA,WESTERN SAHA,1,2.376795,NA
TUNISIA,SUDAN,1,3.343554,3.78419
TUNISIA,EGYPT,1,3.097203,7.957877
TUNISIA,CAMEROON,1,3.337912,6.375025
TUNISIA,CENTRAL AFR.,1,3.385968,NA
TUNISIA,CHAD,1,3.066699,NA
TUNISIA,CONGO,0,3.56983,5.846439
TUNISIA,GABON,1,3.558425,6.198479
TUNISIA,ANGOLA,0,3.859898,2.772589
TUNISIA,BURUNDI,1,3.760727,NA
TUNISIA,COMOROS,1,4.061916,NA
TUNISIA,ZAIRE,0,3.626381,NA
TUNISIA,BENIN,1,3.235255,4.859812
TUNISIA,EQ. GUINEA,1,3.466224,NA
TUNISIA,ETHIOPIA,1,3.662245,NA
TUNISIA,DJIBOUTI,1,3.707964,NA
TUNISIA,GAMBIA,0,3.490165,NA
TUNISIA,GHANA,0,3.340427,4.043051
TUNISIA,GUINEA,1,3.395611,7.163172
TUNISIA,COTE D'IVOIR,1,3.385395,7.222566
TUNISIA,KENYA,0,3.782638,5.442418
TUNISIA,LIBERIA,0,3.50085,7.690286
TUNISIA,MADAGASCAR,1,4.190114,2.484907
TUNISIA,MALAWI,0,3.98299,NA
TUNISIA,MALI,1,3.063435,3.663562
TUNISIA,MAURITANIA,1,3.228385,3.401197
TUNISIA,MAURITIUS,1,4.288088,NA
TUNISIA,MOZAMBIQUE,0,4.066656,4.488636
TUNISIA,NIGER,1,2.891912,4.927254
TUNISIA,NIGERIA,0,3.178921,1.94591
TUNISIA,GUINEA-BISSA,0,3.688879,NA
TUNISIA,REUNION,1,4.278934,NA
TUNISIA,RWANDA,1,3.729957,NA
TUNISIA,SENEGAL,1,3.417054,5.703783
TUNISIA,SEYCHELLES,1,4.10349,NA
TUNISIA,SIERRA LEONE,0,3.487941,3.367296
TUNISIA,SOMALIA,1,3.842622,NA
TUNISIA,ZIMBABWE,0,4.059402,NA
TUNISIA,TOGO,1,3.301539,4.219508
TUNISIA,UGANDA,1,3.694473,NA
TUNISIA,UNTD RP TANZ,0,3.865088,NA
TUNISIA,BURKINA FASO,1,3.165751,NA
TUNISIA,ZAMBIA,0,3.976132,NA
TUNISIA,CANADA,1,4.674703,11.19958
TUNISIA,USA,0,4.664151,11.51973
TUNISIA,BERMUDA,0,4.300936,NA
TUNISIA,GREENLAND,0,4.127264,NA
TUNISIA,ARGENTINA,1,4.602815,1.791759
TUNISIA,BOLIVIA,0,4.498388,NA
TUNISIA,BRAZIL,1,4.352417,6.368187
TUNISIA,CHILE,0,4.629375,NA
TUNISIA,COLOMBIA,0,4.458723,NA
TUNISIA,ECUADOR,0,4.540016,4.110874
TUNISIA,MEXICO,0,4.714417,8.251143
TUNISIA,PARAGUAY,0,4.476949,NA
TUNISIA,PERU,0,4.561355,1.94591
TUNISIA,URUGUAY,0,4.536343,5.81413
TUNISIA,VENEZUELA,0,4.374232,7.60589
TUNISIA,COSTA RICA,0,4.564837,NA
TUNISIA,EL SALVADOR,0,4.604888,NA
TUNISIA,GUATEMALA,0,4.614719,NA
TUNISIA,HONDURAS,0,4.578536,3.465736
TUNISIA,NICARAGUA,0,4.567647,NA
TUNISIA,BAHAMAS,0,4.449187,NA
TUNISIA,BARBADOS,0,4.271513,NA
TUNISIA,CAYMAN ISLDS,0,4.50537,NA
TUNISIA,CUBA,0,4.498404,8.17611
TUNISIA,DOMINICAN RP,0,4.39527,NA
TUNISIA,GUADELOUPE (,1,4.287455,4.304065
TUNISIA,HAITI,1,4.41627,NA
TUNISIA,JAMAICA,0,4.476452,NA
TUNISIA,NETH ANTILLE,0,4.387923,NA
TUNISIA,ST KITTS NEV,0,4.299464,NA
TUNISIA,TRINIDAD-TOB,1,4.299755,NA
TUNISIA,TURKS CAICOS,0,3.938699,NA
TUNISIA,BELIZE,0,4.596883,NA
TUNISIA,FRENCH GUIAN,1,4.232318,2.197225
TUNISIA,GUYANA,0,4.30306,NA
TUNISIA,PANAMA,0,4.526609,3.828641
TUNISIA,SURINAM,0,4.270943,NA
TUNISIA,ISRAEL,1,3.253125,NA
TUNISIA,JAPAN,0,4.859932,7.295735
TUNISIA,BAHRAIN,1,3.745098,7.167809
TUNISIA,CYPRUS,0,3.178921,4.510859
TUNISIA,IRAN,0,3.785222,9.727943
TUNISIA,IRAQ,1,3.555756,7.607878
TUNISIA,JORDAN,1,3.301972,8.59951
TUNISIA,KUWAIT,1,3.611579,6.2672
TUNISIA,LEBANON,1,3.289664,5.257495
TUNISIA,OMAN,1,3.906594,5.863631
